pmid,sentence,label
412488,"These findings are consistent with an immune-complex form of glomerulopathy in which gold is neither the antigen nor a hapten in the glomerular deposits, and they suggest the hypothesis that antibodies to tubular epithelial antigens induced by gold therapy may be a causative factor in the renal disease associated with gold therapy in rheumatoid arthritis.",1
3081397,"After recovery, in an attempt to provide adequate calories and to elucidate the inciting agent, he was rechallenged with his original total parenteral nutritional solution which contained 500 ml/day of a 20% fat emulsion.",0
1785279,"The chemotherapy regimen consisted of cis-platinum, etoposide, actinomycin-D, and intrathecal methotrexate (PEA-M).",0
16404563,"It is important to be aware of these rare complications, which are correlated with the prognosis.",0
7420580,Inappropriate antidiuretic hormone secretion after high dose vinblastine.,1
10913399,"The patient was initially treated for presumed bacterial peritonitis but remained febrile and had persistent abdominal pain and peritoneal fluid pleocytosis, despite broad-spectrum antibiotic therapy.",0
15605195,The rapid onset of osteomyelitis was impressive.,0
10907391,This unique syndrome should be identified as a direct causal effect of paclitaxel.,0
2940999,We suspect that isotretinoin may complete for normal retinol binding sites on cell surfaces or transport molecules.,0
9232614,We report two cases that developed acute myeloid leukaemia (AML) during tamoxifen therapy for breast cancer.,1
15795553,"Risperidone is a frequently used member of a new class of atypical antipsychotics-the serotonin-dopamine antagonists (SDAs)-due to its comparatively high efficacy and low D2/5HT2 binding ratio, which results in a low incidence of extrapyramidal side effects including tardive dyskinesia (TD).",1
3725284,Paroxysmal supraventricular tachycardia during treatment with cisplatin and etoposide combination.,1
16326413,"Methotrexate-associated nephropathy is a rare complication in pediatric oncology, and a review of the literature suggests that exposure to nephrotoxic agents may be a significant but perhaps underrecognized risk factor for its development.",1
11279936,"Naratriptan was extremely well tolerated, with no cardiovascular adverse events reported or observed.",0
9925865,The exogenous origin of the lipid in the BAL fluid was confirmed by gas chromatography/mass spectrometry.,0
15571949,PVT during chemotherapy in children is a rare event and appears to be closely related to intensive chemotherapy containing busulfan and to be associated with HVOD.,1
7718983,Graves' hyperthyroidism following transient thyrotoxicosis during interferon therapy for chronic hepatitis type C.,1
11359026,Neurotoxicity of valacyclovir in peritoneal dialysis: a pharmacokinetic study.,1
16341621,"The authors present a case report of a granulomatous reaction leading to urethral prolapse, 3 months after the transurethral injection of calcium hydroxylapatite.",1
7748076,CONCLUSION: Squamous metaplasia in these cases appears to be a consequence of progestin therapy.,1
20428980,This patient did not have any predisposing factors for the development of an aortic thrombus before the chemotherapy was initiated.,0
12452753,"It was postulated that the allergic reaction was most likely caused by capecitabine or the intermediate metabolites based on the immediate reappearance of symptoms from the rechallenge, pharmacokinetic data, and well-tolerance of fluorouracil.",1
9533061,OBJECTIVE: To report a case of toxin-positive Clostridium difficile-induced colitis (CDIC) after use of clindamycin phosphate vaginal cream.,1
12959858,A 13-year-old boy was diagnosed as acute lymphoblastic leukemia following radiotherapy and chemotherapy for treatment of medulloblastoma.,0
1580986,Two renal transplant patients developed anemia during treatment of hypertension with enalapril medication.,1
11147747,Serotonergic antidepressants and urinary incontinence.,0
18087146,"This case raises the possibility that chronic exposure to cyanoacrylates, the adhesive agents in industrial strength glue, may be associated with the development of acute lymphoblastic leukemia in humans.",0
6692713,Possible recurrence of amiodarone pulmonary toxicity following corticosteroid therapy.,1
3370103,"Bradycardia, hypotension, respiratory distress, and, ultimately, cardiopulmonary arrest occurred in both.",0
17277758,RESULTS: Coagulase-negative staphylococci were identified and isolated from the vitreous specimen of both patients.,0
9914466,"CONCLUSIONS: Influenced by a variety of factors, pathophysiological microvascular changes provoke anterior ischemic neuropathy with sudden painless loss of vision, irreversible in most cases.",0
8691927,"INTERPRETATION: When high doses of fluticasone propionate are used, growth may be retarded and adrenal suppression may occur.",1
3460740,"Postmortem examination revealed white matter vacuolation in the brain stem tegmentum and cerebellar hemispheres similar to that seen in toxicity from hexachlorophene, to which our patient was not exposed.",0
369675,"Five and one-half years after the diagnosis of myeloma, while in remission on cyclophosphamide therapy, the patient experienced severe abdominal right lower quadrant pain due to a large cecal lymphoma.",1
9433539,"Ticlopidine is an oral antiplatelet agent frequently utilized in the treatment of cerebrovascular disease and is rarely associated with severe bone marrow suppression, typically aplastic anemia.",1
19715523,The only positive finding was enlargement of the abdomen without tenderness.,0
17243855,This prompted the patient to discontinue all herbal supplements with the subsequent resolution of his lightheadedness and orthostasis.,0
941054,"Review of the literature relating to methicillin-induced nephropathy suggests a hypersensitivity origin for this disorder, but immunologic and ultrastructural investigation to date has failed to elucidate pathogenesis.",1
6113770,"The authors postulate that two types of combined lithium-neuroleptic toxicity occur: a neuroleptic malignant extrapyramidal syndrome and a lithium toxicity that occurs in combination with phenothiazines, primarily thioridazine.",1
2110115,The possibility of a recrudescence of a persisting infection was rejected.,0
8038468,DISCUSSION: A literature search showed no reports of an interaction between warfarin and levamisole.,0
18308798,"Delusional disorder, somatic type treated with aripiprazole--mirtazapine combination.",0
15036175,The patients treated with bromocriptine at 7.5-15 mg/day adjunctive to l-dopa were selected to replace bromocriptine with pergolide of the equivalent dosage approved in Japan.,0
16757971,"Listeria brain abscess, Pneumocystis pneumonia and Kaposi's sarcoma after temozolomide.",1
16127313,"The only possible seizure-provoking factors were modest doses of lithium and chlorpromazine, which the patient was on, and family history of seizure in a brother.",0
19733945,Linezolid-associated acute interstitial nephritis and drug rash with eosinophilia and systemic symptoms (DRESS) syndrome.,1
17366681,A complex pattern of melanonychia and onycholysis after treatment with pemetrexed for lung cancer.,1
515777,Hyperglycemia and diabetic coma: possible relationship to diuretic-propranolol therapy.,1
11729371,Concurrent use of reteplase and lepirudin in the treatment of acute anterior wall myocardial infarction.,0
17823522,"Furthermore in our patient we could show a strong lesional expression of MxA, a protein specifically induced by type I interferon.",0
16268429,"A diagnosis of extrahepatic cholestasis was first suspected, due to the observation of a duodenal diverticulum and dilated proximal choledocus.",0
15920338,High-grade endometrial stromal sarcoma after tamoxifen therapy for breast cancer.,1
6873616,Intrahepatic cholestasis and sicca complex after thiabendazole.,1
16882109,"Two weeks before angioedema, the patient had started a new topical treatment with a gel containing 10% BP for acne.",0
2417800,Oxygen potentiation of bleomycin-induced pulmonary toxicity is discussed.,1
15860140,Clinical and electrodiagnostic findings are discussed in detail and a brief review of the literature is presented.,0
12053072,Erythropoietin is beneficial in mitomycin-induced hemolytic-uremic syndrome.,1
11568758,"This eruption emerged after 1 month of therapy with salsalate, persisted for as long as salsalate was administered, and cleared within 3 weeks of discontinuing the medication.",1
16288069,An objective causality assessment suggests that the JHR in our patient was probably related to penicillin.,1
17662448,She subsequently had penetrating keratoplasty and lens extraction with IOL implantation in the right eye.,0
11034877,We report two adults who received gabapentin (GBP) and subsequently developed behavioural side effects.,1
16167682,"She developed skin changes, diabetes mellitus, heart disease, recurrent infections, generalized joint and abdominal pains and liver failure.",0
20220160,"Despite surgery and combination therapy with voriconazole, caspofungin, and terbinafine, the patient died 8 months after transplantation.",0
1450506,Multiple myeloma complicated by congestive heart failure following first administration of recombinant alpha-interferon.,1
9579301,Increased ocular pressure in two patients with narrow angle glaucoma treated with venlafaxine.,1
20020238,The valid risk factor for developing retinopathy is hypertension.,0
7962394,"Additionally, danazol produces hepatocellular damage in approximately 10% of women.",1
2501068,"Pseudomonas aeruginosa was cultured not only from the corneal ulcer but also from the contact lens solutions, suggesting that the patient had been noncompliant with care procedures.",0
14652670,"FDG PET, performed after the size and number of the lesions had increased, showed no intensely increased glucose metabolism, a high-grade recurrent tumor was therefore very unlikely.",0
10370790,Cytomegalovirus (CMV) pneumonia in the setting of non-transplantation patients is a rarity.,0
2803154,Prior neurologic illness or CNS insult of any kind is known to increase the vulnerability to neurotoxicity of lithium.,1
2051906,"A 67-year-old patient, with primary polymyositis and without previous evidence of liver disease, developed clinical and biochemical features of severe cholestasis 3 months after initiation of azathioprine therapy.",1
8891729,The occurrence of severe AIHA in CLL patients treated with fludarabine has been reported by several authors.,1
1678665,"Two cases of bipolar affective disorder with tardive dystonic symptoms seemed to improve only with mood elevation, whether the latter occurred spontaneously or was 'induced' pharmacologically.",0
8864370,All biopsies were studied by the same pathologist.,0
6228217,Charcoal hemoperfusion and sequential dialysis were performed because of the serious risk of fatality following such a massive dose of dapsone.,0
8771575,Acute pulmonary reactions to nitrofurantoin are an uncommon side effect of therapy and can cause minor or life-threatening pulmonary dysfunction.,1
15895899,"After the second infliximab infusion, he was found to have a severe transient neutropenia (0.5 x 10(9)/L).",1
17461508,Pure red cell aplasia (PRCA) due to parvovirus B19 (PVB19) infection after solid organ transplantation has been rarely reported and most of the cases were renal transplant recipients.,0
6942155,This mode of therapy was effective in treating severe gingival hyperplasia in a patient receiving systemic androgen therapy.,0
15344898,Neither infant developed hemorrhage of prematurity as confirmed on cranial ultrasonography.,0
2857534,The authors caution that treatment with alprazolam may be complicated by the induction of mania.,1
1200661,This toxic effect was attributed to lomustine and was not seen in patients treated with carmustine alone.,0
8452107,Drug discontinuation resulted in complete resolution of the clinical and radiographic picture.,0
11642488,CONCLUSIONS: Cicatrization in the substantia propria of the conjunctiva by excessive lymphocytic infiltration after topically administered antiglaucoma drugs including dipivefrin is a possible mechanism of action for entropion.,1
14566215,Much of the existing data comes from the neurology literature regarding epilepsy.,0
10834447,"Donor hearts were transported from distant hospitals (Tokyo and Miyagi prefecture) and the transportation time was 1 h 33 min and 2h 4 min, respectively.",0
16405935,This report describes a case of bilateral ptosis induced by chloroquine.,1
4044222,"A 54-year-old man, treated with amiodarone, developed thyrotoxicosis.",1
20309380,Analysis of the case which went to trial indicates that there is not one prescribed protocol which must be followed; the definition of standard of care is broader than that.,0
7582710,These cases highlight that nitritoid reactions can be severe and may be heralded by milder symptoms.,0
8816294,"We report the case histories of identical twin brothers who developed concordant acute lymphoblastic leukemia at the age of 4 years and who later developed leukoencephalopathy and hydrocephalus related to central nervous system prophylaxis by, in the first case intrathecally administered methotrexate and, in the second by intrathecally administered methotrexate and cranial irradiation.",1
18796183,"OBJECTIVE: We report an adult case of nasopharyngeal carcinoma treated with radical chemo-radiotherapy, with subsequent development of a histologically proved temporal cavernous haemangioma within the radiation field.",0
11406880,A patient that received methadone for cancer-associated pain developed myoclonus as a side effect.,1
18657021,"In the worst cases, these therapies are harmful.",0
10203437,Lupus-like syndrome caused by 5-aminosalicylic acid in patients with inflammatory bowel disease.,1
9715731,"Nevertheless, the symptoms often go unrecognized and patients remain undiagnosed for years, not receiving the highly efficacious colchicine therapy; their histories often include multiple laparotomies, laparoscopies, and psychiatric evaluations.",0
2811895,Reinstitution of intravenous anticholinergic medication provided relatively prompt relief.,0
11978476,Corneal scrapings were taken for microscopic examination and culture.,0
17026827,"Subsequent use of pamidronate was associated with milder inflammation in the same eye that eventually resolved with continued monthly infusions, indicating the possibility of immunologic tolerance.",0
228648,Screening for CMV infection in pregnant women receiving immunosuppressive drugs is recommended.,0
17103198,Successful management of infusion reaction accompanying the start of cetuximab therapy.,0
3549808,Eight deaths that occurred during Upjohn-sponsored clinical trials of topical minoxidil and two deaths in subjects who used extemporaneous formulations of the drug are summarized.,0
11195861,The two patients were successfully treated with pharmacological thrombolysis with no recurrence.,0
8503421,We report the occurrence of renal failure due to cholesterol crystal embolization following thrombolytic therapy with intravenous recombinant tissue-type plasminogen activator (t-PA).,1
11908717,"About 30% of patients have an initial remission on steroids alone, but most require some form of cytotoxic chemotherapy.",0
15304176,The disease started to heal after treatment with topical clobetasol propionate 0.05% and sun exposure during the following summer.,0
11903249,There have been more than 20 observations of the appearance or aggravation of this granulomatosis with interferon alfa and more recently with the combination of interferon alfa plus ribavirin.,1
12975570,We present a patient with documented pacemaker related left-sided endocarditis associated with an acute embolic stroke who was treated with antibiotics with complete recovery and its two-year follow up.,0
6731466,"Anaphylactoid shock, disseminated intravascular coagulation, and anuric renal failure requiring dialysis occurred in a patient receiving zomepirac sodium for toothache.",1
18751717,RESULTS: Two patients with ocular inflammation of unknown origin developed severe chorioretinitis after IVTA injection.,1
2830062,A study of the absorption and disappearance of dexamethasone from the circulation in response to a (1 mg oral dose indicated that the steroid was absorbed normally but was cleared more rapidly from the circulation of these two patients than from normal controls.,0
18090707,"Infections are common comorbid conditions in hospitalized patients, including those receiving electroconvulsive therapy (ECT).",0
16207263,Linezolid-induced dyserythropoiesis: chloramphenicol toxicity revisited.,1
17846847,Bronchoscopy revealed diffuse erythema without bleeding.,0
19014009,The ECG showed atrial fibrillation with a rapid ventricular rate.,0
20027943,"A patient presented with palmar inflammation and throbbing joint pain in his hands, as well as erythematous, pustular, and micaceous scaling skin on his right foot, legs, elbows and hands.",0
10791105,Asthma is one of the most common chronic medical conditions.,0
16770984,"To our knowledge, broken heart syndrome after opioid withdrawal has not been reported previously in an adult.",0
15227862,"OBJECTIVE: This case study provides practical information for general practitioners in the detection, assessment and management of patients with cough mixture opioid dependence.",0
18983414,Trichosporon mucoides fungemia in a liver transplant recipient: case report and review.,0
15040777,"If detected and diagnosed in a timely fashion, it can be treated and should resolve with minimal sequelae.",0
17205927,Relevant literature data are discussed.,0
3917429,Non-lithium-induced renal failure with secondary lithium toxicity: case reports.,0
20358010,"Delayed immune reconstitution after SCT, such as cord blood and T-cell depleted SCT with the use of alemtuzumab, has been associated with an increased frequency of CMV disease as well as CMV reactivation.",0
11077455,"Electro-oculography, electroretinography, visual evoked potentials, and multifocal electroretinography in patients with vigabatrin-attributed visual field constriction.",1
18335457,Patient 2 is a 53-year-old man who underwent fibular osteocutaneous free-flap reconstruction of a floor of mouth defect who developed venous thrombosis 6 days postoperatively.,0
18657021,"On hospital day 5, as no additional arrhythmias had occurred, lidocaine was discontinued.",0
17054431,"Following intensive chemotherapy, one died from acute leukaemia and the second is in complete remission.",0
19302281,"He was successfully treated with albendazole and ivermectin, and immunosuppression was reduced.",0
17697264,Veno-occlusive disease of the liver after lung transplantation.,0
12688830,The most common causes of sudden cardiac arrest are massive pulmonary embolism (PE) and acute myocardial infarction (MI).,0
7673653,"Extrapyramidal side effects induced by some selective serotonin reuptake inhibitors (SSRIs), i.e. fluoxetine and sertraline, have been previously reported in patients with depression and obsessive-compulsive disorder (OCD).",1
8442800,First trimester disulfiram exposure: report of two cases.,0
7831179,Aggressive management of doxorubicin-induced cardiomyopathy associated with 'low' doses of doxorubicin.,1
9719245,"We report a case of pancytopenia in a 23-year-old man with Crohn's disease who was treated with 5-aminosalicylic acid (Pentasa; Nisshin, Tokyo, Japan) 3.0 g/day.",1
18347524,"On admission at the Emergency Department, a microhematuria and a severe anemia were also documented.",0
8807512,Mycobacterium bovis dissemination (BCG strain) among immunodeficient Brazilian infants.,0
18628507,"Here, we report a case of angio-oedema associated with VRC therapy.",1
1611158,Her carbamazepine concentration decreased from 11.8 to 8.5 micrograms/mL; she also became pregnant at that time.,0
16734883,The patient then suffered from sudden left chest pain and dyspnea.,0
19634749,Further studies are needed to evaluate the pathogenesis of cystoid macular edema and determine whether vascular endothelial growth factor blockade should be included in treatment modalities for this condition.,0
1378497,We describe the development of cutaneous scleroderma in 3 patients coincident with the use of bleomycin in low cumulative doses of less than 100 U.,1
15061230,Osteonecrosis is a serious side effect of antiemetic treatment with dexamethasone and this serious complication should be incorporated in the current guidelines.,1
7761316,"Musculoskeletal complaints were the presenting symptoms in four of 44 children (9%) treated for relapsed Wilms' tumors with ifosfamide, a derivative of cyclophosphamide.",1
12680486,She had a history of schizophrenia and was treated with olanzapine 5 mg/day and lithium carbonate 300 mg 3 times/day.,0
18544061,Giant cell lichenoid dermatitis in a patient with baboon syndrome.,0
19861874,It may be due to several causes with different outcomes.,0
7661076,Evidence is shown in this report that adenosine was associated with dangerous worsening of arrhythmia in patients with atrial flutter.,1
2898365,"Three patients, 2 with tardive dyskinesia and 1 with senile chorea, were successfully treated with corticosteroids during an observation period of up to 5 months.",0
19318596,"After the second HSCT at the age of 6.7 years, the child received cyclosporine (target trough whole blood cyclosporine concentration range 150-200 microg/L), starting on day -3, and mycophenolate mofetil for aGVHD prophylaxis.",0
16268429,Subacute cholestatic hepatitis likely related to the use of senna for chronic constipation.,1
7819012,"However, it has not been reported as a cause of peritonitis.",0
2690546,The occurrence of torsades de pointe is often associated with the use of drugs.,0
573779,More recent literature suggests that probably all antidepressants can appear in human milk.,0
11243427,Differential diagnoses included ocular rosacea with cicatrizing conjunctivitis and 5-FU-induced ectropion.,1
16008658,Abdominal wall ulceration and mucinosis secondary to recombinant human interferon-beta-1b.,1
6970258,One 13-year-old boy with life-threatening systemic disease experienced a partial remission of disease and tolerated a decrease in prednisone dose from 15 to 4 mg daily following 14 exchanges with FFP.,0
19285625,A pediatric case study of treprostinil overdose.,0
8110922,Five of nine cases developed in patients with significant gastrointestinal illnesses.,0
20081504,"At final follow-up, the patient complained of a grade 4/5 hemiparesis, facial nerve palsy, and hearing loss in his left ear.",0
15752306,We report two patients who developed intense livedo reticularis clearly related to the administration of interferon alpha 2b as an adjuvant therapy for melanoma.,1
18221983,The purpose of this article was to provide a detailed review of the role of TNF-alpha in controlling hepatitis B viral infection and the clinical impact blockade might have on viral control.,0
7663030,He began taking propafenone only 6 days prior to admission because of uncontrolled atrial fibrillation and symptoms of fatigue.,0
12439602,A 68-year-old female patient with advanced ovarian carcinoma collapsed whilst receiving a carboplatin and cyclophosphamide infusion.,1
10342075,Management of liver failure in a haemophilic patient co-infected with human immunodeficiency and hepatitis C viruses.,0
16791713,"Before the myocardial infarction, the patient was in good condition, normotensive, non-diabetic, non-obese.",0
17912192,Capsule endoscopy showed bleeding diffuse angiodysplasia of the small bowel.,0
7393795,The induction of hypoglycaemia with PAS in this patient suggests a potential role for PAS in the treatment of diabetes mellitus.,1
16515630,Physicians should keep in mind that taxanes such as paclitaxel have the potential to cause pneumonitis and lung fibrosis.,1
7139589,L-asparaginase-induced pancreatitis has been reported during or closely following administration of the drug.,1
12477460,Atypical endometriosis may act as a precancerous lesion in the process of tamoxifen-induced malignant transformation of endometriosis.,1
15661067,Little attention has been paid to infertility in men with epilepsy and little information exists about the mechanisms by which anti-epileptic drugs affect spermatogenesis or sperm function.,0
8623881,"RESULTS: High-contrast round bodies suggestive of Acanthamoeba cysts, as previously described, and irregular forms suggestive of Acanthamoeba trophozoites were found by tandem scanning confocal microscopy.",0
8222875,Pulmonary hemorrhage as a clinical manifestation of hemolytic-uremic syndrome associated with mitomycin C therapy.,1
12587815,Neuroleptic malignant syndrome in an adolescent receiving olanzapine-lithium combination therapy.,1
8547083,B-CLL patients treated with fludarabine appear to be at risk for TA-GVHD and should be regarded as candidates for transfusions with irradiated blood products.,0
1124417,Renal failure associated with acetazolamide therapy for glaucoma.,1
1797008,"Using repeated computed tomographic and magnetic resonance imaging scans, we examined 8 patients with acute lymphocytic leukemia during remission induction therapy between 1988 and 1989.",0
16960880,Lower extremity arterial thrombosis following sonographically guided thrombin injection of a femoral pseudoaneurysm.,1
8104147,Ibopamine-induced reversible leukopenia during treatment for congestive heart failure.,1
2595431,"Although the drug is relatively safe, a growing body of literature has noted movement disorders after its administration.",0
11212595,"The first known report of quetiapine exacerbating OCS in a 43-year-old man with obsessive-compulsive disorder (OCD), trichotillomania, delusional disorder and bipolar II disorder is presented.",1
14740795,"To our knowledge, this is the first case report that demonstrates the occurrence of fever with low-dose amifostine therapy without the manifestation of accompanying rash or hypotension.",1
18665833,Stuttering priapism complicating warfarin therapy in a patient with protein C deficiency.,1
18425523,Persisent ocular hypertension following intravitreal ranibizumab.,1
6597713,"After taking cholestyramine II sachets twice daily for two months she presented with lethargy, confusion and drowsiness.",1
2892335,SMS 201-995 was also effective in suppressing thyroid-stimulating hormone (TSH) and thyroid hormone secretion in a patient with mild thyrotoxicosis due to non-tumoural inappropriate TSH hypersecretion.,0
9352164,The serum concentration of AZ was elevated to a maximum of 76.5 mg/ml.,0
11733259,DESIGN: A small noncomparative interventional case series.,0
20378385,"2) To perform a review of the published cases of visceral leishmaniasis and anti-TNF-alpha therapy, and cases of coexisting leishmaniasis and macrophagic activation syndrome by search in PubMed (period 1991-2008).",0
8651254,"The possibility can be raised that M-CSF accelerated the underlying renal disease in this case through enhancing macrophage accumulation into the glomerulus, leading to the development of nephrotic syndrome.",1
6087649,Modern ergotism.,0
17182354,Large dose of methylphenidate may cause cataract and glaucoma.,1
3713798,"The drug was tolerated without evident toxicity, though an unpleasant taste and nausea at high doses were limiting.",0
16357738,"Moreover, treatment with immunosuppressive drugs such as cyclosporine, cisplatin, tacrolimus, and interferon-alpha can induce a condition resembling RPLS.",1
160443,"In five of these cases the episode began after an unusually large dose, in three after a therapeutic one with a latency of about 24 hours.",0
1457834,The study included three men and one woman aged 52-65 years.,0
12786839,Genotyping prior to medication may be useful in evaluating patients with a high risk of severe systemic reaction to SASP.,0
12221670,"The second was an 82-year-old man receiving ticlopidine for 2 years when, during a febrile episode, he was found neutropenic with marrow aplasia.",1
15543388,"PATIENT AND METHOD: A 34-year-old woman with chronic hepatitis C, genotype 3, receiving pegylated interferon alpha-2a and ribavirin for 6 months, developed progressive malaise and anemia 6 months after the end of treatment.",1
7474364,The plasma concentrations of procainamide and N-acetyl procainamide were at subtherapeutic levels.,0
17139123,"He was administered insulin immediately, however, his fasting plasma glucose level remained unstable despite the insulin treatment.",0
7446675,Persistent corneal erosion secondary to tarsal adrenochrome deposit.,0
10099659,Cancer patients who are receiving 5-FU treatment and are DPD deficient can develop severe side effects.,0
16882109,"Factors that suggested an association between the severe angioedematous reaction and BP topical application include the strong reaction to BP in the patch-test, the temporal relationship, the complete resolution of symptoms after the drug was withdrawn and the absence of other identified explanations.",1
12763355,"After 5-ASA was discontinued, the polyneuropathy symptoms recovered gradually.",1
15005694,The patient was also found to have Hashimoto's thyroiditis.,0
20009973,"We review the existing literature on this rare clinical entity, all-trans retinoic acid-induced myositis.",0
19296063,"However, acute cardiomyopathy and pericarditis secondary to methylphenidate use has been rarely reported.",1
11171531,"In 1984, a 56-year-old house painter developed intractable pain in his back and other joints.",0
12195080,OBJECTIVES: To present a very rare case of orally ingested sex hormone pills inducing nondurally attached meningioma in the lumbosacral region.,0
6683487,"After discontinuation of the drug, plasmapheresis and steroid therapy led to a sustained remission.",0
18246245,"In August 2005, he was admitted to a medical facility in the local community with upper gastrointestinal bleeding, and received several units of blood and blood products.",0
18359591,"CMV reactivation is frequently observed in acute flares of ulcerative colitis (UC), particularly those which do not respond to intravenous steroids.",0
7362333,An organic mental syndrome developed in a patient soon after he underwent repair of a dissecting thoracic aortic aneurysm.,0
11247558,"We suggest that meloxicam might have intestinal toxic effects when taken in high doses, because of reduced COX-2 selectivity.",1
3878320,The condition should be suspected in patients who develop unexplained abdominal pain or collapse following vasopressin treatment.,1
17522786,"The patient remained in a depressed level of consciousness for 2 months but gradually recovered, showing a good recovery with minor subjective cognitive deficits by 6 months.",0
1542144,Strychnine poisoning in an adolescent.,0
3868420,"We present a case report of a patient with alveolar hydatid disease, whose treatment with mebendazole was brief due to side effects of alopecia and granulocytopenia; and review the features of this disease which, with increasing international migration, may be encountered more frequently in Australia.",1
19856075,Its ease of administration makes it an ideal drug to treat patients in the outpatient setting while maintaining adequate quality of life.,0
11180704,A 69-year-old type 2 diabetic man was admitted due to diabetic gangrane.,0
19558262,The manifestations of delirium tremens persisted with titration of a lorazepam infusion in excess of 40 mg/hour.,0
1838541,"He developed optic atrophy and steroid complications, including cushingnoid features and growth maturation delay.",0
10840527,A low initial dosage that is gradually adjusted upward is recommended.,0
10048291,"Immobilization, while Paget's bone disease was present, and perhaps enhanced activation of dihydrotachysterol by rifampicin, could have led to increased calcium-release into the circulation.",1
2728526,This article reports the occurrence of rifampin-associated thrombocytopenia in an indigent patient after a four-month lapse in therapy for pulmonary tuberculosis.,1
12639299,"In May 1999, the patient came to our polyclinic with edema of the feet and legs.",0
11220992,"Although the disorder is not thought to have a genetic background, there are some familial case reports in the literature.",0
10707759,"Flecainide is a rare cause of hypersensitivity pneumonitis, and few cases have been reported.",1
8270335,Improved awareness and rapid treatment of the second patient had a favorable outcome with no sequelae.,0
8207519,"Treatment with continuous intravenous naloxone infusion, lumbar catheter drainage of cerebrospinal fluid, and control of hypertension and status epilepticus resulted in an excellent outcome with return to neurological baseline.",0
9080924,Three of the patients experienced myalgia and muscle cramps.,0
812008,Grand mal seizures and acute intermittent porphyria.,0
17255123,All had a history of chronic graft-vs-host disease (cGVHD) and all had active manifestations of cGVHD at MN diagnosis.,0
19831561,RESULTS: Discontinuation of corticotherapy led to anatomic and visual improvement.,0
8060425,Early treatment of Niemann-Pick type C patients with cholesterol-lowering agents appeared to have short-term beneficial effects.,0
7295427,Fatal ventricular fibrillation after treatment with digoxin in a 27-year-old man with mitral leaflet prolapse syndrome.,1
17270485,"Although these medications are used in other conditions, we are not aware of other reports of PG exclusive to treatment for idiopathic PD.",0
1970216,Development of neuroleptic malignant syndrome (NMS) following discontinuation of high-dose and high-potency neuroleptic agents is described.,0
16708747,"Acute severe intoxication with carbamazepine is associated with seizures, coma and respiratory depression.",1
1673494,"The treatment of visceral leishmaniasis (VL) may be complicated by drug toxicity or intolerance, and by drug resistance.",0
18364401,OBJECTIVE: To report a case of rapidly occurring hyperglycemia that occurred in a geriatric patient 3 days after treatment with olanzapine.,1
3374976,Microbiological and histopathological confirmation of acanthamebic keratitis.,0
18439117,This case report describes a 13-year-old male with diagnosis of autistic disorder and fetishistic behavior.,0
9265947,"For example, the potent CYP2D6 inhibitor fluoxetine increases the plasma concentrations of tricyclic antidepressants.",0
10198872,"To our knowledge, neither the association of SINS and ankylosing spondylitis nor vertical diplopia as its presenting complaint has been described.",0
16008658,Treatment with low-molecular-weight heparin followed by a heparinoid resulted in slow healing of the ulcers but also allowed the subcutaneous interferon injections to be continued.,0
17075994,"The conglomerate of plastic threads, entrapped food material and other debris, formed a huge mass occupying the whole stomach.",0
15280616,The authors report a case of a 12-year-old girl who had rare self induced photosensitive epilepsy.,0
15752306,Livedo reticularis associated with interferon alpha therapy in two melanoma patients.,1
6721543,Drug-induced psychosis resulted from the administration of quinacrine hydrochloride at a dosage of 100 mg twice daily for the treatment of discoid lupus.,1
3115809,"A well-recognized complication of ethambutol use is optic neuropathy, but the potential ocular toxicity of isoniazid is often overlooked.",1
19690222,Discontinuation of dalteparin on day 4 led to resolution of symptoms.,0
16288069,The patient described feeling cold with worsening headache and chills approximately one hour after infusion of the first dose of penicillin.,1
1751354,"We report four patients, three of whom first developed psoriasis and one who had an aggravation of the condition during treatment with interferon-alpha.",1
9883483,"Pirmenol hydrochloride is a new orally effective, long-acting antiarrhythmic agent currently used in patients with supraventricular and ventricular tachyarrhythmias.",0
14704718,We report here three patients with hematologic malignancies and one patient with metastatic carcinoma with chemotherapy-induced leukoencephalopathy.,0
12390172,Retinal dysfunction and anterior segment deposits in a patient treated with rifabutin.,1
12424571,Proteinuria resolved after the initiation of oral prednisolone therapy (1 mg/kg per day).,0
16688722,We postulate that an immune-mediated disruption of caveolar function was exacerbated by statin exposure.,0
19410183,"Later, he had no impulse disorders (no gambling, hypersexuality, excessive shopping), which occur with dopamine agonists, suggesting that levodopa abuse and impulse disorders can result through different mechanisms.",0
16227832,Full recovery to pre-episode status of a quiet eye with clear vitreous was seen in all patients.,0
2276822,Successful treatment was achieved with partial resection of the posterior mitral valve leaflet and antibiotic therapy.,0
9161656,"Antiasthmatic medications were prescribed, but the asthma symptoms did not improve.",0
1929024,"Furthermore, patients receiving combined therapy with an ACE inhibitor and a diuretic and patients who experience a cyst hemorrhage while receiving ACE inhibitor therapy are also at risk for reversible renal dysfunction.",0
17931455,CASE REPORT: A six-year-old boy with transfusion-dependent beta-thalassaemia developed a unilateral hearing loss shortly after commencing desferrioxamine therapy.,1
6430252,"However, the proteinuria apparently became worse.",0
6159523,"Investigations suggested that the dextrose, rather than any additives, was responsible for the reaction.",0
11292139,Some of these patients may have been previously treated with radiotherapy.,0
